,,(1=male;  2=female),,,(1=happy;2=sad),,,(1=HM1/SM1; 2=HM2/SM2 ; 3=HM3/SM3),,,"[min:sec,ms]",(-100=negative;100=positive),,,,LEXICAL FEATURES,,,,,ACOUSTIC FEATURES,,,,,,,,,,FACIAL FEATURES,,,,,,,,,,,,,,,,,,,,,,
#segments,Participant,gender ,Age ,Cue_word,Cue_word_coded,Emotion_Memory_Aggregated,Emotional_memory,Emo_Mem_coded,Emotional_Memory_Topic,Emotional_Memory_Topic_Coded,Emotional_memory_duration ,Question: How did you feel at that moment when the emotional event happened?,Past Valence,Question: How did you feel now when talking about this emotional memory?,Present Valence,sentiment_M,sentiment_SD,interval_number,starttime,endtime,z_mean_pitch,z_sd_pitch,z_range_pitch,z_mean_intens,z_sd_intens,z_range_intens,z_hammarberg,z_ar,z_mean_dur_silent,z_sil_rate,AU01_int_dur_pmin,AU01_int_std,AU01_int_zscore,AU04_int_dur_pmin,AU04_int_std,AU04_int_zscore,AU09_int_dur_pmin,AU09_int_std,AU09_int_zscore,AU10_int_dur_pmin,AU10_int_std,AU10_int_zscore,AU12_int_dur_pmin,AU12_int_std,AU12_int_zscore,AU14_int_dur_pmin,AU14_int_std,AU14_int_zscore,AU15_int_dur_pmin,AU15_int_std,AU15_int_zscore,duration,topic_index
455,11,2,66,Sad,2,,SM2,2,SM2.3,3,"00:20,20",-89,-0.89,-40,-0.4,0.2025,0.442019513143934,4,79.85,99.71,0.320620062309278,-0.255319717083588,-0.614578919458429,-0.840572560869433,-0.744355478041979,-1.04319708321704,-0.181736645605453,1.42526291452005,-0.529815566923338,1.27317498165863,9.91935,0.196049,1.72058,0,0.081916,-0.760393,2.29839,0.322621,4.48591,15.5444,0.0876323,0.723456,10.1613,0.0458984,0.701689,1.875,0.147127,1.14355,0,0.156328,-0.37325,19.856,3
456,11,2,66,Sad,2,,SM2,2,SM2.4,4,"00:30,30",-89,-0.89,-40,-0.4,-0.1485,0.446666822139276,5,99.71,129.27,-1.36235815366202,-1.34424395375502,-1.48256429421701,-0.283191362731903,-2.26045443265789,-2.10321196405068,-0.249757063507917,-0.432419844176483,2.19949806117357,0.538243171971041,7.71835,0.0723878,1.37995,5.19973,0.0384708,2.15899,2.07177,0.111467,3.64021,16.1273,0.085021,0.540732,8.6933,0.06059,0.714265,10.7651,0.195054,1.02308,1.29993,0.193537,3.42242,29.563,4
457,11,2,66,Sad,2,,SM2,2,SM2.5,5,"00:33,33",-89,-0.89,-40,-0.4,0.0911111111111111,0.486698236704337,7,136.78,169.35,0.156340795036257,-1.19513090738924,-0.923776903998646,-0.985352719291967,-1.33635922449583,-1.29216087187864,0.280946187812088,0.703746314309491,-0.493822357811283,-0.397839698777833,0,0.255148,-0.553717,6.1217,0.448508,3.44666,0.47941,0.265931,4.57355,14.4561,0.155378,1.17683,17.7013,0.109717,0.93036,16.3368,0.160857,1.0117,0.47941,0.26402,3.54124,32.564,5
458,11,2,66,Sad,2,,SM2,2,SM2.6,6,"00:19,19",-89,-0.89,-40,-0.4,0.1725,0.243951839509359,12,216.89,236.12,-0.848864679209405,-0.785345719595268,-0.480534213815576,-1.45633646994979,-1.74544928026193,-1.28229286548049,0.322828985397683,0.0468333018747519,-0.108180831610702,0.798952927089575,9.17794,0.429736,3.12727,7.42976,0.123153,2.34301,1.31113,0.52684,4.70555,22.4766,0.167412,0.824439,3.18418,0.0848318,0.88155,11.9251,0.216337,1.30041,15.1093,0.330331,3.41061,19.229,6
459,11,2,66,Sad,2,,SM2,2,SM2.7,7,"00:15,15",-89,-0.89,-40,-0.4,0.19,0.60770058416954,13,236.12,250.89,1.44044176409828,1.42699571382531,0.905914200642496,-1.08710224239387,-0.180371598421423,0.696295471146614,-0.303722641263944,2.16227119139114,-0.156514569561175,0.92031781309303,0,0.115594,-0.646821,0.651289,0.122292,2.47412,5.78019,0.239217,3.71106,18.1547,0.117972,0.955224,10.4206,0.15849,0.948161,5.29172,0.114484,0.820721,0,0.0427395,1.12924,14.768,7
460,11,2,66,Sad,2,,SM2,2,SM2.8,8,"00:18,18",-89,-0.89,-40,-0.4,0.1835,0.400607351405338,14,250.89,268.85,0.418628713865846,-1.53379817458897,-0.433798364248261,-1.58512955205529,-1.34924836323915,-0.767883241628489,-0.637188592444316,-2.19913020376013,0.0787267614211794,2.25645530807552,3.14381,0.458697,2.19643,1.20401,0.0599166,2.2234,1.80602,0.19575,4.14383,11.1037,0.280686,1.56501,16.99,0.125556,1.07853,10.3679,0.192914,1.81518,0,0,-0.541121,17.963,8
461,11,2,66,Sad,2,,SM2,2,SM2.9,9,"00:16,16",-89,-0.89,-40,-0.4,0.1,0.14142135623731,15,268.85,285.04,-0.437180436202632,-1.23135486468845,-0.344618850037468,-0.807776642630272,-2.01612119387156,-2.04135123576979,2.52108111039466,-2.56466785092025,1.61435131875189,2.04406675756947,28.8119,0.350041,1.95967,0,0.0416085,-0.79233,0,0,-0.467265,43.8861,0.0969653,0.745168,36.9802,0.0696523,0.724884,16.4109,0.0327054,0.675906,0,0,-0.541121,16.182,9
462,11,2,66,Sad,2,,SM2,2,SM2.10,10,"00:22,22",-89,-0.89,-40,-0.4,-0.406111111111111,0.420985396069393,17,308.33,330.81,1.75605756755079,2.23498377981925,2.00436542275991,-0.902354393178739,-1.61924780004477,-1.60620398589004,-0.314490714783709,-0.149943952728127,0.933308383481667,0.876491604258449,0.694568,0.128786,1.55804,4.38112,0.104078,2.67607,1.28228,0.109276,3.19045,11.7542,0.0945679,0.672427,0,0.155351,-0.743607,0.801425,0.220793,1.22443,4.27427,0.290934,3.56269,22.48,10
463,11,2,66,Sad,2,,SM2,2,SM2.11,11,"00:24,24",-89,-0.89,-40,-0.4,-0.01,0.346145441493409,19,351.94,376.07,0.426285764525133,1.15132605206881,0.743140164537948,-0.817002829196415,-0.744579636976647,-0.527691014209698,0.891032678801053,0.748902903724223,-0.228500987785283,0.670845547419261,1.8408,0.169339,1.72968,2.63682,0.1046,2.40971,1.29353,0.172257,3.76737,11.592,0.246075,0.938478,7.46269,0.175568,1.02027,4.22886,0.0470562,0.702195,2.68657,0.164124,2.99002,24.132,11
464,11,2,66,Sad,2,,SM2,2,SM2.12,12,"00:23,23",-89,-0.89,-40,-0.4,0.404333333333333,0.376378208130539,22,399.34,422.22,-0.154971410600445,-0.853877169437709,-0.323659062873736,3.72855626232966,1.28450703962323,1.83348594323747,2.58321665090841,0.203068509046888,-0.0642176976238359,-0.649559462340555,16.9177,0.351023,2.1075,2.52189,0.373416,3.33031,0,0,-0.467265,10.7706,0.181144,1.06111,6.72504,0.0765506,0.851226,5.25394,0.200271,1.45715,0.367776,0.298592,3.75409,22.879,12
465,11,2,66,Sad,2,SM3,SM3,3,SM3.1,1,"00:24,24",-65,-0.65,-62,-0.62,-0.287083333333333,0.176332886997965,2,21.76,46.24,-0.638004355058091,-0.547524078168175,-0.030589288350364,-2.02765033039166,-0.496771934702989,-0.660148662815701,-0.01696007872162,-1.59561403428295,-0.364503899358688,1.54961722199984,19.2314,0.404739,1.95332,0.294358,0.0662319,2.43365,0,0.153058,1.58839,16.7294,0.0999283,0.537255,18.7899,0.041975,0.537052,8.83074,0.16994,0.880547,0,0.175573,-0.273667,24.482,1
466,11,2,66,Sad,2,,SM3,3,SM3.2,2,"00:17,17",-65,-0.65,-62,-0.62,-0.075,0,4,54.07,70.76,-0.820096844459237,0.146124603789833,-1.1447402670876,-1.03350071315333,-1.44821453289434,-1.09646309624792,1.80923006413606,-0.113686837139658,-0.526730434713733,0.570831891360858,1.58273,0.158167,1.47648,0,0,-0.902097,5.46763,0.0956382,3.61872,25.5396,0.121194,0.552679,5.82734,0.124159,0.901756,17.6259,0.0538516,0.513327,4.67626,0.124078,3.22516,16.687,2
467,11,2,66,Sad,2,,SM3,3,SM3.3,3,"00:27,27",-65,-0.65,-62,-0.62,0.0946428571428572,0.290418856558761,5,70.76,97.52,-0.309461789335109,-0.896664212727285,-0.811070707718688,0.995924154559444,0.416115326725754,0.609640934675397,-0.232196338959697,-1.38861886528696,-0.228758082136084,-1.70251222331498,19.3867,0.101193,1.21417,0.987285,0.0749444,2.40308,3.72476,0.177869,3.65949,26.3874,0.096382,0.847556,31.0546,0.100013,0.709439,16.8287,0.284881,1.68649,0.628272,1.03795,6.30794,26.761,3
468,11,2,66,Sad,2,,SM3,3,SM3.4,4,"00:25,25",-65,-0.65,-62,-0.62,0.364166666666667,0.173217108469881,6,97.52,122.35,0.419203591496156,1.69590178798277,-0.099929880087874,0.573910163368066,0.0665394681135696,-0.334858143662318,0.00820716287689888,-0.499330702944297,-0.369131597673095,-1.21817642824563,26.6613,0.342941,1.53242,3.24194,0.113959,2.71899,0.387097,0.200909,4.00807,24.2903,0.396877,1.30389,13.9839,0.423402,1.76903,4.40323,0.223999,1.1043,4.01613,0.555876,4.37587,24.83,4
469,11,2,66,Sad,2,,SM3,3,SM3.5,5,"00:26,26",-65,-0.65,-62,-0.62,0.120833333333333,0.599348604736843,7,122.35,148.37,-0.48345010103117,-0.227790846213584,-0.61024465429024,-0.0128678316421496,0.892789301293764,0.47081683032865,0.161245277522616,1.39296112063214,-1.0368056267017,-0.39559220088888,5.26154,0.109501,1.36039,0,0,-0.902097,4.43077,0.23911,4.34154,17.1231,0.542762,1.66373,24.0923,0.106073,0.952464,3.46154,0.064087,0.6402,1.8,0.229561,4.42824,26.02,5
470,11,2,66,Sad,2,,SM3,3,SM3.6,6,"00:16,16",-65,-0.65,-62,-0.62,0.179166666666667,0.21229565338095,9,159.42,175.81,0.852493652108799,0.671031131893545,1.3703882868392,-0.846623743961395,0.174584074622753,0.030753261849102,-0.0143932704988859,0.991825578166974,-1.07871200588216,-0.751820616287911,0.512821,0.157344,1.27706,10.8425,0.0507445,2.46762,1.97802,0.182212,3.91145,15.3846,0.161268,0.905725,4.90842,0.0491596,0.631176,4.17582,0.14034,0.906577,2.63736,0.147121,3.95561,16.399,6
471,11,2,66,Sad,2,,SM3,3,SM3.7,7,"00:16,16",-65,-0.65,-62,-0.62,0.126111111111111,0.117807910191564,10,175.81,191.36,-0.455073502446075,-0.395503758476722,-0.745853979927611,0.741961229607226,1.34424539571181,1.39547378827438,-1.4710256343614,0.282834163341523,-2.30608043660321,-2.12279432854917,16.0052,0.532312,2.25962,13.299,0.153188,2.65105,0,0.00408248,-0.470484,12.6031,0.262753,1.46005,6.03093,0.362301,1.56514,4.79381,0.16491,1.08746,0.773196,0.367611,4.49724,15.542,7
472,11,2,66,Sad,2,,SM3,3,SM3.8,8,"00:23,23",-65,-0.65,-62,-0.62,0.280555555555556,0.303208154879095,11,191.36,214.79,-0.739781648857812,-1.88347298010453,-1.57639176269025,-0.0864158532969432,0.193077186732728,-0.358378660704506,-0.0375258470427974,0.442035861789078,0.0134247963178811,-0.204554880327885,9.27412,0.30933,1.51094,0,0.265466,0.201407,0,0.097628,-0.1286,17.9846,0.310725,1.36551,27.105,0.102416,0.89299,5.84116,0.219069,1.34495,3.27925,0.956024,5.80119,23.431,8
473,11,2,66,Sad,2,,SM3,3,SM3.9,9,"00:29,29",-65,-0.65,-62,-0.62,-0.210277777777778,0.391578595298947,12,214.79,244.13,0.00886871403831107,-0.444065248095912,0.171453266687514,0.291297501184138,0.975503948185651,0.910455968425481,-0.978229758135684,1.15926753015736,0.0255082308054994,-0.207926127161315,9.74079,0.343231,1.66783,0.818554,0.0835521,2.45791,2.00546,0.19159,4.09812,11.3779,0.212949,1.67833,13.3015,0.088775,0.798073,7.20327,0.195634,0.943925,0.982265,0.593558,4.79899,29.342,9
474,11,2,66,Sad,2,,SM3,3,SM3.10,10,"00:36,36",-65,-0.65,-62,-0.62,-0.108333333333333,0.431794704305955,16,290.41,326.07,0.612466272630714,0.326348816433802,0.574976031679667,0.316323999157074,0.560921998520222,0.251174107273033,2.34037155100629,-0.767633358298977,0.475166250355377,0.398898302855962,14.7811,0.415675,1.80003,5.15152,0.201858,3.1086,0,0.242594,2.30168,11.1111,0.034365,0.402478,14.2088,0.110187,0.879825,9.83165,0.166215,0.894714,1.31313,0.131669,3.23092,35.656,10
475,11,2,66,Sad,2,,SM3,3,SM3.11,11,"00:21,21",-65,-0.65,-62,-0.62,-0.0452083333333333,0.166275060767793,17,326.07,347.05,-2.44495652888836,0.414181887803936,-1.51246422056703,-1.53279802420442,-1.89619616382506,-2.33862934966391,-1.54039206145384,-1.41993182874973,3.04071077699244,0.0201949085674027,1.94656,0.191449,1.35113,0.400763,0.145012,2.92086,1.94656,0.235404,4.46265,32.8053,0.17476,1.38098,32.8053,0.23186,1.56093,13.3969,0.130685,0.84012,0.515267,0.474473,4.26847,20.978,11
476,12,2,74,Happy,1,HM1,HM1,1,HM1.1,1,"01:51,51",99,0.99,98,0.98,0.054014724310777,0.330699536698442,2,38.28,149.1,-0.640277455536848,-0.358774355169976,-0.602303904893764,-0.3935657706985,0.396064024516695,0.188555459376793,1.03652486062589,0.266985012299703,0.0558830737910416,0.0492805445672713,1.02888,0.0674743,2.56911,0.888087,0.468016,3.20955,0.34657,0.180476,4.95651,3,0.150222,1.80363,4.4296,0.0499238,1.40342,10.7762,0.235623,1.16575,3.88809,0.1683,2.41523,110.82,1
477,12,2,74,Happy,1,,HM1,1,HM1.2,2,"01:14,14",99,0.99,98,0.98,0.148302469135803,0.209289216554463,3,149.1,222.97,-0.376562510499894,0.638165585825649,0.531793096933067,1.11008393806871,0.11079316492884,0.11581807406189,0.644829787742639,0.687855973114604,0.631721703724818,-1.54486966759946,0.519903,0.200898,3.46344,9.69943,0.154149,2.02035,2.30707,0.0345607,3.91387,13.8262,0.296186,2.46991,5.15028,0.0502084,1.35318,9.6182,0.0801873,0.706757,2.03087,0.113873,2.41757,73.87,2
478,12,2,74,Happy,1,,HM1,1,HM1.3,3,"02:20,20",99,0.99,98,0.98,0.182982804232804,0.299020892629111,4,222.97,362.65,-1.04314078863185,0.926916901542642,-0.0107111823138833,0.569003802062689,-0.705665216043396,-0.593960023184732,0.67218816168155,0.129427620345051,0.698564270248237,-0.104836696488123,0.970929,0.142283,2.79184,5.92868,0.0841299,1.89522,0,0,-0.463297,2.70657,0.054697,1.5149,3.98683,0.176078,2.03117,10.9638,0.0440995,0.65349,0.429615,0.172599,2.49984,139.68,3
479,12,2,74,Happy,1,,HM1,1,HM1.4,4,"00:32,32",99,0.99,98,0.98,0.208333333333333,0.153055303488399,5,362.65,394.63,-0.716056977681255,0.414232423682208,0.35687926515332,0.38615353897636,-1.97516761560862,-1.67405443391276,-1.10716603292645,1.20119100865399,-0.560278218082617,1.93882213542351,3.49186,0.131644,2.92373,9.91239,0.155502,2.2039,0,0.00729337,-0.459225,1.57697,0.145908,2.04086,3.30413,0.0399404,1.20782,9.72466,0.066579,0.706047,0.750939,0.0727056,2.4788,31.98,4
480,12,2,74,Happy,1,,HM1,1,HM1.5,5,"01:02,02",99,0.99,98,0.98,0.106666666666667,0.284476684680808,7,427.51,489.93,-0.443988529414104,-0.491934610515986,0.641323700142235,1.93209678470785,-1.35209086684544,-1.40460393243532,0.550963405487342,1.36288926740863,-0.384099202837594,-0.472470531922344,0.826923,0.0460374,2.43971,2.46154,0.488208,4.60404,0.192308,0.128966,4.3721,7.61538,0.583536,2.8329,24.75,0.0669859,1.42821,19.2308,0.925602,2.06065,1.32692,0.906318,4.7846,62.42,5
481,12,2,74,Happy,1,,HM1,1,HM1.6,6,"01:09,09",99,0.99,98,0.98,0.133166666666667,0.33975603992669,9,498.01,566.78,-0.0141695085828986,0.879893436746561,1.4890750296782,0.997240925626969,-0.781737445266824,-0.888936762098066,-0.347027192856205,1.00442016983144,-0.854168388759833,1.24850532652955,1.20454,0.317136,3.50795,2.49636,0.257708,2.48813,2.21705,0.0550151,3.97119,7.24469,0.0707107,1.5478,1.0998,0.0344568,1.31557,8.44923,0.144219,0.963202,1.43148,0.0771068,2.22504,68.77,6
482,12,2,74,Happy,1,,HM1,1,HM1.7,7,"01:18,18",99,0.99,98,0.98,-0.00250000000000001,0.243471910964225,11,574.82,653.11,0.916142114372864,1.81746359797971,2.17262533724128,1.66676809982081,-0.00896410681893095,-0.357904283789688,1.62164959913051,0.916966463688083,-0.403795272323613,0.949903171984729,2.56004,0.253566,3.30082,0.38324,0.136683,2.10007,0,0.0936251,2.37767,8.00204,0.33944,2.43298,4.13899,0.353467,2.48107,10.2248,0.0735797,0.871056,0.398569,0.201995,2.849,78.29,7
483,12,2,74,Sad,2,SM1,SM1,1,SM1.1,1,"03:05,05",-55,-0.55,1,0.01,-0.0509574074074074,0.326630629225795,1,0,184.86,0.572728492592315,-0.597590575132214,-0.474759883857611,-1.42879347106499,0.405667201968169,0.763329499893283,-0.169230883771366,0.231001456126138,0.115746718055636,-0.417887342381892,1.25298,0.0960035,2.75819,1.93465,0.129605,1.50242,0.181779,0.287796,5.98025,1.36983,0.0611283,2.18591,3.41485,0.0555368,2.05233,15.3993,0.28028,1.30463,0.688163,0.0617792,2.38273,184.86,1
484,12,2,74,Sad,2,,SM1,1,SM1.2,2,"01:25,25",-55,-0.55,1,0.01,-0.155061728395062,0.171446155668632,2,184.86,270.3,0.912222959773676,-0.965218348407766,-0.27604657120011,-1.21431342606094,0.523541497745064,0.487001783961026,-0.946261698065393,-0.060055409632219,-0.65612208377049,0.298115673354626,0.182627,0.0679461,2.67102,7.9232,0.290678,2.27727,0,0.11964,-0.342876,0.323109,0.157955,2.49823,0.112386,0.0515302,2.09337,15.7059,0.111202,1.10138,0,0.174165,0.00579754,85.44,2
485,12,2,74,Sad,2,,SM1,1,SM1.3,3,"00:39,39",-55,-0.55,1,0.01,-0.0666666666666666,0.492959693341412,3,270.3,309.64,-0.0366264484341183,-1.70102373084806,-1.32819702287663,-1.13496785885017,0.574570146555827,0.549764110472096,-0.498591259617051,-0.758774082673404,-0.492350041430046,-0.506183678403211,1.31231,0.0664799,2.85416,3.47915,0.141522,1.52484,0,0,-0.46601,0.579858,0.0721556,2.28192,0,0.111714,0.431192,8.36216,0.0787287,0.740963,0,0.020702,-0.515817,39.34,3
486,12,2,74,Sad,2,,SM1,1,SM1.4,4,"00:56,56",-55,-0.55,1,0.01,0.0208333333333333,0.171239354900288,4,309.64,365.77,-0.238775706668793,-0.525187185541862,-0.249515180602224,-1.20075780523905,0.42750972323034,1.24504429616532,0.138600505318518,-0.0659767543190091,-0.599360182732041,0.275640242367381,1.732,0.0952815,2.97108,13.4711,0.0440571,1.37795,0,0,-0.46601,1.41126,0.124376,2.39963,0,0.0815915,-0.315548,4.68282,0.122241,0.757946,0.748396,0.110853,2.72631,56.13,4
487,12,2,74,Sad,2,,SM1,1,SM1.5,5,"01:28,28",-55,-0.55,1,0.01,0.0299074074074074,0.313247629137866,5,365.77,454.16,-0.0307937160024619,-0.165619506551048,0.100652628990577,-0.768664860640988,-0.323421093955377,0.169658608847794,-1.79351013070142,-1.5914062432466,-0.653795776350881,0.68019800013779,0.475328,0.208926,3.27114,10.6609,0.214925,2.06087,0,0,-0.46601,1.10005,0.0527836,2.15255,1.71118,0.097209,2.43821,17.2748,0.107836,0.726676,0,0,-0.543928,88.39,5
488,12,2,74,Sad,2,,SM1,1,SM1.6,6,"01:06,06",-55,-0.55,1,0.01,-0.0176752645502645,0.411896286348993,6,454.16,520.48,-0.977214352345968,-0.80209203710082,-0.955153497422843,-0.792402258880202,-2.32935539573057,-2.25607743020595,0.0238013236329637,-0.935047959118605,0.848688642393644,-0.230056954845631,0.434258,0.188431,3.35496,9.46321,0.117228,1.54571,0,0.0478513,-0.360476,1.10374,0.118054,2.30214,1.57419,0.220677,3.1258,30.9228,0.150089,1.21648,0,0.175372,-0.171458,66.323,6
489,12,2,74,Sad,2,,SM1,1,SM1.7,7,"00:41,41",-55,-0.55,1,0.01,-0.0552777777777778,0.0781745830311794,7,520.48,561.67,-2.70037279069628,-2.42035902915303,-2.8323120407031,-1.86359753982743,-0.37219017160109,-0.303939835229822,0.0775906690043825,0.388144834352478,0.103339745151056,-0.299088635735025,3.44023,0.0530723,2.67773,5.16035,0.0402965,1.31126,0,0,-0.46601,0.524781,0.0975021,2.51198,0.495627,0.0823408,2.15917,24.9563,0.164382,0.746624,0.233236,0.0799553,2.58107,41.187,7
490,12,2,74,Sad,2,,SM1,1,SM1.8,8,"01:12,12",-55,-0.55,1,0.01,-0.042362962962963,0.201393124144482,8,561.67,633.25,-1.23980691038503,-0.587368626101335,-0.846997800285144,-1.72798108440492,-1.28373883910261,-1.08304768900743,0.597068558662845,-0.711403325179085,-0.809658373464656,1.24368916274657,2.4986,0.083666,2.88224,5.28228,0.075074,1.36096,2.85075,0.0615514,4.25579,2.61599,0.0379793,2.02127,0,0.0888436,-0.770135,10.5813,0.0242899,0.652275,0.771381,0.265151,2.9803,71.579,8
491,12,2,74,Sad,2,,SM1,1,SM1.9,9,"02:30,30",-55,-0.55,1,0.01,-0.010453216374269,0.211918153849839,9,633.25,783.13,1.14322308379017,0.240546764048743,0.66446079137618,-0.403988536930438,0.0125018192490662,0.126970313718349,-0.809602314443177,0.878249979197536,-0.265147350114942,0.876055327312353,1.073,0.191442,3.19068,10.3136,0.0723187,1.3678,0,0,-0.46601,0.656613,0.0758068,2.22143,1.073,0.0736707,2.16307,9.641,0.0407665,0.683545,0.904845,0.120541,3.01545,149.881,9
492,12,2,74,Sad,2,,SM1,1,SM1.10,10,"01:23,23",-55,-0.55,1,0.01,0.217824074074074,0.380183491070715,10,783.13,865.93,0.0443878130692991,0.231811871172724,0.426849094446691,-0.0118997355578543,-0.592310062596605,-0.359515162851175,0.528374530152793,-0.0992273821755968,0.82139330200357,-0.515816005969173,1.1597,0.0718464,2.66575,7.24813,0.0562139,1.39418,0.202948,0.100725,4.45219,0.333414,0.0921201,2.15255,0.0869775,0.0294392,2.04869,5.53757,0.0739557,0.641372,0.202948,0.282952,3.32735,82.8,10
493,12,2,74,Sad,2,,SM1,1,SM1.11,11,"01:50,50",-55,-0.55,1,0.01,0.250475198412698,0.193876587418953,11,865.93,975.55,-0.0461759378096042,0.0875549278812123,0.533150100581731,0.10564255876881,-0.892644729951474,-0.710500927594726,0.264528517080916,0.203672172956338,0.240281708585348,0.0990475703247421,0.580292,0.148547,3.07148,8.96715,0.0947176,1.41177,0,0,-0.46601,1.48905,0.23909,3.02283,1.57664,0.325517,4.42737,4.9708,0.0637966,0.757946,0.164234,0.113959,2.76692,109.62,11
494,12,2,74,Sad,2,,SM1,1,SM1.12,12,"01:09,09",-55,-0.55,1,0.01,0.372766203703704,0.302434014026802,12,975.55,1044.66,0.449781116856265,-0.632017799557726,0.405298157873321,0.439171078190847,0.593023311070421,0.466184269935636,0.662715407508998,-0.337903121858505,-0.0363937871867654,0.988432482248578,0.434279,0.114044,2.94929,5.26346,0.0755805,1.44304,0,0.0423184,-0.36756,0.121598,0.0415761,2.00651,0,0.0439697,-0.979719,10.9786,0.0882455,0.847835,4.04748,0.0386067,2.61788,69.11,12
495,12,2,74,Sad,2,,SM1,1,SM1.13,13,"01:23,23",-55,-0.55,1,0.01,0.206194444444444,0.373226677473326,13,1044.66,1127.59,-0.0994617205290906,-0.184688814889826,0.504248429204384,0.234451080178549,0.638026436774382,0.558809815971224,-2.16347748772036,0.541188820103349,0.526107346874588,-0.135339067113669,1.05644,0.119004,3.00772,1.70767,0.217365,1.60776,0,0,-0.46601,1.50507,0.0176068,2.10198,7.25036,0.186634,2.91747,14.1389,0.0869318,0.957428,3.45876,0.0513809,2.45832,82.93,13
496,12,2,74,Sad,2,SM2,SM2,2,SM2.1,1,"00:32,32",-93,-0.93,-74,-0.74,0.2675,0.265694843758775,3,40.41,72.7,0.0811689869837503,-0.00839143478270201,-0.410651307790789,1.29528384209749,-0.739182188325004,-1.51154151936337,1.91318520132215,-3.19426870115529,-0.64092354196238,2.3722768758918,6.06324,0.463427,3.55419,6.21203,0.261325,1.98305,0,0.227276,0.373891,1.82269,0.178674,2.05166,0.223187,0.0911409,1.73928,12.61,0.0576525,0.775833,0,0.048107,-0.463965,32.292,1
497,12,2,74,Sad,2,,SM2,2,Sm2.2,2,"02:30,30",-93,-0.93,-74,-0.74,-0.119227994227994,0.33048055293636,4,72.7,222.34,-0.132765334728768,-0.677816629873335,-0.849779836789134,-0.0232262098445847,0.751381590221173,0.608747066877368,-0.342191451215671,-0.342458002386804,-0.351841073285688,-0.616955445411775,1.92488,0.0731209,2.61999,9.99332,0.130413,1.51148,0,0.00619868,-0.468948,1.4998,0.0991024,1.81168,2.31787,0.0361478,1.51999,10.9878,0.0925089,0.91146,0.0481219,0.0621021,2.41681,149.64,2
498,12,2,74,Sad,2,,SM2,2,SM2.3,3,"01:23,23",-93,-0.93,-74,-0.74,-0.142057823129252,0.256123574294445,5,222.34,305.03,-0.076038791868211,0.158958615854853,-0.486607707270351,0.14124865612763,0.860782494129122,0.203053370930189,0.817922841259287,-0.498234916454657,-0.330904306509211,-1.09215027199924,3.96226,0.367006,3.42108,12.5254,0.242846,2.1286,0,0,-0.475646,0.522496,0.0473665,1.69937,0,0.00438529,-0.914146,7.46009,0.178247,1.51152,0.11611,0.179359,2.63349,82.69,3
499,12,2,74,Sad,1,,SM2,2,SM2.4,4,"00:54,54",-93,-0.93,-74,-0.74,0.0276666666666667,0.201151703787236,6,305.03,359.27,0.0873605152589933,-0.41879394098331,-0.409279982203881,0.147574612511177,1.39950191939701,1.59881812082299,1.26082378110326,-0.654922806628168,-0.14448953861791,-1.03596169453113,3.3862,0.0807034,2.50527,9.82663,0.099694,1.51928,0,0,-0.475646,0,0.187843,-0.554384,0,0.138096,-0.662691,1.92549,0.166208,1.06593,0.730358,0.143602,2.57682,54.245,4
500,12,2,74,Sad,1,,SM2,2,SM2.5,5,"00:28,28",-93,-0.93,-74,-0.74,-0.145,0.25367849293501,7,359.27,387.4,1.14000312109131,1.61087525888622,1.05033677349701,-1.02754709473718,1.56727507840214,1.61963563484838,-0.636707990035044,1.70359433092545,-0.861457485341273,-0.0197511363221243,4.09964,0.226455,3.03746,5.33808,0.113209,1.52313,0,0,-0.475646,0.298932,0.21211,2.44793,0.384342,0.203899,2.54504,1.58007,0.0796032,0.870076,0,0.0216795,-0.488052,28.12,5
501,12,2,74,Sad,1,,SM2,2,SM2.6,6,"00:58,58",-93,-0.93,-74,-0.74,0.0653670634920635,0.489764872824897,8,387.4,445.56,-0.95483101164215,-1.20849573683458,-1.27964565222787,-0.737155573130564,0.570051004225723,0.507137772229632,0.108327437788052,-0.166639613994434,-0.713659420615475,0.105469122035384,0,0.33067,-0.135055,1.15583,0.0632456,1.49716,0,0.02,1.75835,0.825593,0.28153,2.43525,0,0.0725463,0.375103,2.3323,0.0402216,0.952356,0,0.145541,-0.0780581,58.165,6
502,12,2,74,Sad,1,,SM2,2,SM2.7,7,"01:06,06",-93,-0.93,-74,-0.74,0.109583333333333,0.182904327602043,9,445.56,511.45,-0.534552280293007,-0.983912768640277,-1.38641212135585,-0.444354163377831,-0.437906032984695,-0.792160104634795,1.03553121508332,0.00599035802812747,0.266181264523657,-0.201159972147744,1.949,0.161082,2.79528,6.50273,0.073238,1.45791,0,0,-0.475646,2.45902,0.0661215,1.73784,1.42077,0.292871,2.22866,3.55191,0.118731,0.974179,0.728597,0.123743,2.63926,65.89,7
