,,(1=male;  2=female),,,(1=happy;2=sad),,,(1=HM1/SM1; 2=HM2/SM2 ; 3=HM3/SM3),,,"[min:sec,ms]",(-100=negative;100=positive),,,,LEXICAL FEATURES,,,,,ACOUSTIC FEATURES,,,,,,,,,,FACIAL FEATURES,,,,,,,,,,,,,,,,,,,,,,
#segments,Participant,gender ,Age ,Cue_word,Cue_word_coded,Emotion_Memory_Aggregated,Emotional_memory,Emo_Mem_coded,Emotional_Memory_Topic,Emotional_Memory_Topic_Coded,Emotional_memory_duration ,Question: How did you feel at that moment when the emotional event happened?,Past Valence,Question: How did you feel now when talking about this emotional memory?,Present Valence,sentiment_M,sentiment_SD,interval_number,starttime,endtime,z_mean_pitch,z_sd_pitch,z_range_pitch,z_mean_intens,z_sd_intens,z_range_intens,z_hammarberg,z_ar,z_mean_dur_silent,z_sil_rate,AU01_int_dur_pmin,AU01_int_std,AU01_int_zscore,AU04_int_dur_pmin,AU04_int_std,AU04_int_zscore,AU09_int_dur_pmin,AU09_int_std,AU09_int_zscore,AU10_int_dur_pmin,AU10_int_std,AU10_int_zscore,AU12_int_dur_pmin,AU12_int_std,AU12_int_zscore,AU14_int_dur_pmin,AU14_int_std,AU14_int_zscore,AU15_int_dur_pmin,AU15_int_std,AU15_int_zscore,duration,topic_index
173,4,2,81,Sad,2,,SM1,1,SM1.5,5,"01:06,06",-40,-0.4,2,0.02,0.200462962962963,0.355722345862161,6,139.65,205.19,-0.849016900466255,-1.03485647509228,-0.640304972299756,-2.2358675906776,-0.478115968891863,-0.5950562554178,1.16335224034161,-0.249740907975711,-0.0817189918622548,-0.47253250021252,0.10989,0.0734166,3.26487,59.9634,0.554725,-0.113279,0,0.0812891,-0.336077,57.2161,0.327065,0.0153179,0,0.134943,-0.535256,0.549451,0.130499,1.36686,0.769231,0.676729,7.54825,65.533,5
174,4,2,81,Sad,2,,SM1,1,SM1.6,6,"00:10,10",-40,-0.4,2,0.02,-0.466666666666667,0,7,205.19,215.41,1.82239744060619,-0.050828750867362,0.929628619223086,-0.406694575285728,0.517186888809722,0.058699688189642,-1.38909362970089,0.897877650640583,0.104078772000913,-0.306465339060836,0,0.41043,0.0551263,60,0.525334,0.36248,0,0.291389,0.288176,54.7059,0.404845,-0.817416,0,0.38866,-0.174501,2,0.15,1.62049,1.76471,1.0982,8.27742,10.229,6
175,4,2,81,Sad,2,,SM1,1,SM1.7,7,"00:17,17",-40,-0.4,2,0.02,0.185,0.0212132034355964,8,215.41,232.9,0.886199060242854,-0.877990488388489,-0.103645231911128,-1.53370978521963,1.33763598307658,1.0477185577803,2.42071139301629,-1.06423485158163,-1.00401703297803,-2.15864988642196,0,0.365157,-0.2452,59.7251,0.464714,0.380441,0,0.136135,-0.154312,57.9381,0.337326,-0.271979,0.893471,0.0837043,2.31641,3.98625,0.25018,1.84514,0,0.103344,0.000708559,17.486,7
176,4,2,81,Sad,2,,SM1,1,SM1.8,8,"00:59,59",-40,-0.4,2,0.02,0.170833333333333,0.278316937070523,9,232.9,292.23,0.589358253482179,-0.365570952454069,0.360387239323048,-2.32325290222373,0.357537800456278,-0.0357437473266717,0.716265745356194,-1.23548305520589,0.765951138560562,-1.79571278422755,1.15307,0.208886,3.92623,60,0.592969,0.159345,0,0.171156,-0.192339,59.0897,0.475447,0.822861,0.971005,0.0894427,2.44505,3.82333,0.173094,1.48591,0.121376,0.203904,4.6841,59.328,8
177,4,2,81,Sad,2,,SM1,1,SM1.9,9,"00:38,38",-40,-0.4,2,0.02,-0.101222222222222,0.15234488164347,10,292.23,329.87,-0.0907936105047078,-0.624236136134442,-0.481151771318936,-1.63879265322098,-0.46230793368831,-0.812298697304732,0.686686316119856,-0.172210626732887,1.82515279515446,-1.50107749831327,0,0.420725,-0.0724882,59.7448,0.561955,0.602205,0,0.195803,-0.13264,54.7368,0.418868,0.0790579,1.11643,0.128857,2.60794,4.40191,0.183239,1.71711,0,0.056279,-0.553472,37.642,9
178,4,2,81,Sad,2,,SM1,1,SM1.10,10,"00:27,27",-40,-0.4,2,0.02,0,0.212132034355964,11,329.87,356.67,-0.655244021141166,0.368182094356025,-0.675543286264799,-1.066784418678,-0.798258849769931,-1.24583689270349,-0.654233663192351,-0.415451234368339,-0.530515806512343,-1.92562016028975,0.98581,0.112842,3.42344,60,0.531,0.677008,0,0.225584,-0.0833912,58.5213,0.321387,-0.348382,1.74757,0.560905,3.97029,5.82524,0.12083,1.46106,0,0.131972,0.364925,26.8,10
179,4,2,81,Sad,2,,SM1,1,SM1.11,11,"01:05,05",-40,-0.4,2,0.02,-0.112708333333333,0.285437477517282,12,356.67,421.63,-2.12412078840168,-0.553061819328889,-0.833483157570909,-0.794880321795421,0.511032615562536,0.13371347181692,0.193469491751514,-0.596923211343297,-0.742562007929587,-1.06983857983874,2.69787,0.0894826,3.11238,60,0.415925,0.554881,0,0.105148,-0.32686,58.725,0.400477,-0.525052,0,0.243526,-0.350865,1.5522,0.117417,1.56735,0.443486,0.814101,7.58498,64.96,11
180,4,2,81,Sad,2,,SM1,1,SM1.12,12,"00:18,18",-40,-0.4,2,0.02,0.0416666666666667,0.414075274960161,13,421.63,439.41,0.207223502207071,-0.339061816716529,-0.995448293200702,0.896541877122009,2.16508405476181,2.45300983002377,-0.843720250768039,-0.0260958659291053,-1.35090814888877,0.0872745430246078,3.17568,0.140577,3.93617,60,0.489211,0.486461,0,0.0860363,-0.323851,56.9595,0.537248,0.274142,0,0.200809,1.37604,3.71622,0.382646,2.16371,1.28378,0.328043,4.29096,17.782,12
181,4,2,81,Sad,2,,SM1,1,SM1.13,13,"00:28,28",-40,-0.4,2,0.02,-0.095,0.319374388453426,15,449.43,477.08,2.37627286074224,2.86678506217688,1.09248506338169,0.707845307966622,1.38288799224706,1.22695822346663,0.740370646082509,-0.217365625698488,-1.90264001277053,-0.0185263096446101,4.29812,0.0980917,3.33946,59.8263,0.525764,0.407484,0,0.218669,-0.160642,58.0029,0.484835,0.883881,10.7236,0.19632,2.99838,8.03184,0.206334,1.68571,1.56295,0.378334,4.93263,27.652,13
182,4,2,81,Sad,2,SM2,SM2,2,SM2.1,1,"01:01,01",-69,-0.69,1,0.01,0.062962962962963,0.230542220581565,2,60.99,122.17,-0.273038691508992,1.72458179620116,-0.54435992195597,1.03348034674277,0.689868555804263,0.617110588304481,-2.22605991865222,-1.13963518004306,1.53590530681347,-0.73502575493615,0,0.260311,-0.326811,60,0.579245,-0.164926,0,0.123758,-0.362325,55.6246,0.254127,-0.851263,0,0.0526902,-0.766703,0.313931,0.234556,1.91158,0,0,-0.628734,61.18,1
183,4,2,81,Sad,2,,SM2,2,SM2.2,2,"00:47,47",-69,-0.69,1,0.01,0.0190476190476191,0.111980723964808,3,122.17,169.22,-0.130788012842184,0.142274494780402,-0.615612850862764,0.704247771900315,0.474831008226155,0.540473910319882,0.506790762988089,-0.688511180943336,-0.304058698202666,0.491728435506935,0,0.0674321,-0.657595,60,0.540012,0.163246,0,0.0699791,-0.350199,56.3505,0.330613,-0.195019,0,0.0379108,-0.778061,0.408337,0.191137,1.83223,1.27605,0.18951,4.1898,47.049,2
184,4,2,81,Sad,2,,SM2,2,SM2.3,3,"00:36,36",-69,-0.69,1,0.01,0.08875,0.269545012732362,4,169.22,204.93,-1.4549673850576,-0.591179225161801,-0.524756884699633,-0.594926946239007,0.316871328215076,0.0512614223852542,0.210529650364153,-1.21801744239844,0.209587197463376,-0.674759446453683,0,0.308047,-0.25854,59.8319,0.650361,0.0328873,0,0.0129891,-0.447382,51.5966,0.115242,-1.21416,0,0,-0.815175,0.672269,0.286263,1.76057,0,0.269697,0.198826,35.711,3
185,4,2,81,Sad,2,,SM2,2,SM2.4,4,"00:28,28",-69,-0.69,1,0.01,0.121875,0.266403795286135,5,204.93,232.83,-0.571467511303657,0.96765897902343,-0.886973170055051,-0.427873618256733,1.07915650669482,0.414113552442924,0.339202289452502,-0.0938283643775068,-0.506326069942901,-1.48500648271795,0,0.106716,-0.648457,60,0.418914,0.532858,0,0.0958372,-0.317152,48.3357,0.0754148,-1.3181,0,0.00325813,-0.812629,0.602582,0.256845,1.95509,0.946915,0.218037,4.2105,27.905,4
186,4,2,81,Sad,2,,SM2,2,SM2.5,5,"00:16,16",-69,-0.69,1,0.01,-0.0875,0.265753645318366,6,232.83,248.72,-0.725198936053221,-1.0090675946306,-1.01780576132996,-0.880640939634187,-1.28203299580844,-1.68595682632916,-0.576826376352921,2.85019237006838,1.57038854830607,-0.394855924835119,0,0.34657,0.101583,60,0.573653,0.709266,0,0.107674,-0.358646,58.3354,0.377232,-0.248891,0,0.0897573,-0.654342,4.46406,0.159081,1.68379,0,0.229412,-0.190614,15.883,5
187,4,2,81,Sad,2,,SM2,2,SM2.6,6,"00:49,49",-69,-0.69,1,0.01,-0.124652777777778,0.304109367440926,7,248.72,298.03,-0.80251752621918,-1.29289494314301,-1.23931030668463,-1.17923643313775,0.307579582332072,-0.272190439108568,-0.0708356521278539,-0.266780530226881,0.357298993110825,-0.752436021831084,0,0.371726,-0.0288098,60,0.593523,0.0244572,0,0.195783,-0.211638,57.0791,0.365724,0.24896,0,0.139537,-0.654638,1.11968,0.112324,1.63516,0.365112,0.209144,4.32003,49.315,6
188,4,2,81,Sad,2,,SM2,2,SM2.7,7,"01:05,05",-69,-0.69,1,0.01,0.106130952380952,0.35169394825865,8,298.03,362.8,-0.716870689919417,0.0155282741580809,0.709325902787916,-0.344027818001649,0.300701276938158,0.15963470113524,0.0122159160436171,0.485944782718551,-0.585586057851287,-0.443068971621092,1.22335,0.119629,3.81562,59.9629,0.504169,-0.12975,0,0.0862571,-0.299824,57.3865,0.184402,-0.596072,0,0.0518973,-0.766634,1.42725,0.0779805,1.46148,0,0.190738,0.323371,64.767,7
189,4,2,81,Sad,2,,SM2,2,SM2.8,8,"00:20,20",-69,-0.69,1,0.01,-0.00722222222222221,0.280606156052954,9,362.8,382.99,-1.35609886986745,-0.887101249929902,-1.1982928632263,0.0122443021133759,0.847224875693068,0.780346712411676,0.665721842600843,-1.47361177616599,-0.686977081344484,-0.934574198578092,0,0.30823,-0.256991,60,0.542399,-0.268022,0,0.13004,-0.170143,54.886,0.268313,-0.20987,0,0.00892763,-0.809442,2.25966,0.205848,1.68711,0,0,-0.628734,20.19,8
190,4,2,81,Sad,2,,SM2,2,SM2.9,9,"00:47,47",-69,-0.69,1,0.01,-0.0325,0.223886131772381,10,382.99,430.06,-0.802423421743092,-0.360005343504233,-0.838261721360881,-0.05384591691122,0.546389518727737,0.455677680149864,-0.438265635382121,-1.57286757577906,0.201352393524842,-0.647974420461476,0,0.353857,-0.212831,60,0.518407,0.225933,0.152996,0.146071,8.17295,52.2227,0.677134,0.596751,0.739482,0.51527,4.62096,0.917977,0.760049,3.63014,0,0,-0.628734,47.071,9
191,4,2,81,Sad,2,,SM2,2,SM2.10,10,"00:54,54",-69,-0.69,1,0.01,0.108083333333333,0.39664633926507,11,430.06,484.24,0.46085859138376,2.00759534979149,1.81403094453469,-0.637691205607864,0.8218837505576,0.415646286002615,-0.34676886431534,-0.965831033081127,-0.111055480893281,-1.1943889507025,1.5737,0.111883,3.81988,59.6232,0.62494,0.665096,0.310307,0.0971008,7.74561,48.6295,0.54411,0.396509,3.5242,0.122731,3.04788,3.47987,0.231868,2.12113,1.81751,0.469687,4.87653,54.178,10
192,4,2,81,Sad,2,SM3,SM3,3,SM3.1,1,"00:34,34",-54,-0.54,4,0.04,-0.113095238095238,0.440271831615748,2,46.34,79.85,-0.602957221614666,-1.11728361133758,-0.39776554566504,1.19142378500875,-0.866559215611239,-0.734715330945029,-0.364508034216042,-1.32920097758733,0.313551597187365,0.272091222370837,1.14695,0.125167,3.89438,59.8925,0.718261,1.09082,0,0.0141066,-0.46321,55.6989,0.487412,-0.378977,0,0.0462095,-1.03925,3.76344,0.139236,0.717417,0,0,-0.618588,33.51,1
193,4,2,81,Sad,2,,SM3,3,SM3.2,2,"00:25,25",-54,-0.54,4,0.04,-0.0422916666666667,0.288653783873422,3,79.85,104.54,-0.0252263167902631,0.502018620161499,0.0985207935570483,1.64894913795777,-1.53291013464957,-1.24727946546555,0.781111323366419,0.0680480470086085,-0.837262253222724,0.331018279553693,0,0.344957,0.101761,59.3187,0.173452,-1.6178,0,0,-0.470433,57.9075,0.536249,0.216912,2.72506,0.0416333,1.84655,7.05596,0.583722,1.20923,0,0.189935,-0.184494,24.683,2
194,4,2,81,Sad,2,,SM3,3,SM3.3,3,"00:34,34",-54,-0.54,4,0.04,-0.0791666666666667,0.169626496008578,4,104.54,138.86,-1.20997814462152,-0.829920464198223,-0.897927639393074,1.30538444362534,-0.987713928163661,-0.357392392867916,0.546046103079356,1.28638103796726,1.85551863467781,0.197093149592657,0,0.422892,0.383755,59.5452,0.754816,-0.447872,0,0.130019,-0.292418,59.1603,0.416939,-0.0789208,0.209913,0.045607,1.95885,22.7055,0.0852168,0.494273,0.279883,0.139156,3.68832,34.321,3
195,4,2,81,Sad,2,,SM3,3,SM3.4,4,"00:18,18",-54,-0.54,4,0.04,-0.025,0.025,5,138.86,156.56,-0.185250978378226,0.239162860330661,1.21589391716821,-0.51769597036391,1.20815490083679,0.64231053124177,-1.88638452179762,-1.23377909298077,0.435529630526895,0.100667056020711,0,0.362334,0.274657,60,0.690754,0.0307003,0,0.199003,-0.143024,58.9819,0.242189,-0.752983,0.475113,0.178739,2.38665,21.6516,0.0449197,0.380622,0,0.0828721,-0.411056,17.704,4
196,4,2,81,Sad,2,,SM3,3,SM3.5,5,"00:18,18",-54,-0.54,4,0.04,-0.11,0.268700576850888,7,163.69,181.87,0.937027240389988,2.26501645617719,0.407477081532533,0.271673072314399,0.382516909518381,0.532765162122607,0.657998089199101,0.946440574056418,0.520451046143024,0.759578695429006,0,0.258622,-0.216779,60,0.470143,0.683407,0,0.159645,-0.174956,54.3172,0.380961,1.00325,4.49339,0.0458222,1.90374,13.1498,0.213442,0.790861,1.51982,0.216014,4.04299,18.177,5
197,4,2,81,Sad,2,,SM3,3,SM3.6,6,"00:11,11",-54,-0.54,4,0.04,0.3375,0.0883883476483184,8,181.87,192.44,-0.478892232951902,-0.642944065377589,-0.411859721175536,1.73378135939232,-0.924119771276085,-0.341749494479294,0.639028211338781,-1.75093162830378,-1.53773526324425,0.874754307195496,0,0.242095,-0.144437,59.6591,0.466484,-0.14105,0,0.0816224,-0.376789,59.0909,0.271586,-0.716334,1.36364,0.0778499,1.91517,25.1136,0.201389,0.811599,0,0.139178,-0.335732,10.576,6
198,4,2,81,Sad,2,,SM3,3,SM3.7,7,"00:14,14",-54,-0.54,4,0.04,-0.216666666666667,0.375277674973257,10,198.46,212.53,-1.35344041841796,-0.213952539902983,-1.24920095616568,-0.12446206840633,-2.26707873143139,-2.45570463608623,0.0541873012871458,1.81972121442888,-0.956152235085305,0.882789814993158,0.59744,0.116456,4.99771,60,0.403279,0.759344,0,0.26331,0.0100167,40.0284,0.23518,-0.615784,0,0.260481,-0.789684,1.62162,0.13367,0.745352,2.30441,0.373631,5.43233,14.068,7
199,5,1,79,Sad,2,SM1,SM1,1,SM1.1,1,"01:02,02",-40,-0.4,1,0.01,-0.04609375,0.448247299758818,2,18.96,81.38,-0.664096861923538,-0.620869581755483,1.13330580239776,-0.0439588172483259,-0.27788017248006,-0.31412324025755,-0.696295664392467,-0.949751547959929,-0.839335402451872,1.73751263819022,8.07692,0.270084,3.43039,57.0192,0.475527,-0.316669,0,0.0144115,-0.442487,0,0.209211,0.558244,0,0.0917913,1.43074,26.3462,0.231902,0.913998,0,0.0333626,-0.687241,62.42,1
200,5,1,79,Sad,2,,SM1,1,SM1.2,2,"00:35,35",-40,-0.4,1,0.01,0.106404761904762,0.209680519047496,4,82.64,118.13,-1.49111824155948,-0.943450783403349,-1.64402823250084,0.784161614744703,-0.461359041069358,-0.436217952905926,-0.434647291832156,-0.144992773498584,-1.29672104314838,0.379120280784556,0,0.23726,-0.490183,52.2886,0.458878,-0.120573,0,0.178961,0.682132,0,0.188863,-0.80293,0,0.0203654,-0.372948,10.4848,0.0876682,0.395035,0,0,-0.720266,35.49,2
201,5,1,79,Sad,2,,SM1,1,SM1.3,3,"01:43,43",-40,-0.4,1,0.01,0.229268192125335,0.343648482280076,6,119.18,221.8,0.217629559426168,0.222942612599832,0.120455632603083,0.784737298048138,1.41506889064854,1.71735625573531,0.780263877543221,0.565374053556098,-0.510678472586509,0.466947372858199,0.105263,0.137204,2.7116,58.3743,0.409449,0.456255,0,0.167505,0.117385,0,0.279785,0.208432,0,0,-0.402432,11.9181,0.20409,0.428979,0,0.13433,0.650736,102.62,3
202,5,1,79,Sad,2,,SM1,1,SM1.4,4,"00:56,56",-40,-0.4,1,0.01,0.127083333333333,0.264753179455405,8,238.95,295.42,1.16819854969556,2.66666725215804,1.02746890774711,-0.716428876074779,-1.04963222181058,-0.797721273789521,-1.90741609131776,0.17162478723118,0.408649577331512,-0.185900678222544,0.722892,0.107089,2.82215,59.7023,0.45507,0.854048,0,0.237018,0.7732,0,0.418415,-0.0666821,0,0.00263344,-0.399772,14.1389,0.278541,0.585274,0,0.0591573,-0.646891,56.47,4
203,5,1,79,Sad,2,,SM1,1,SM1.5,5,"01:08,08",-40,-0.4,1,0.01,0.288154761904762,0.513169451046658,10,306.21,374.29,0.00288291735926018,0.683980403216505,0.417900786387792,-0.512708947071278,0.516497768417433,1.04436431553492,-1.65548421952031,-1.40552980829494,-0.395050471264726,0.370337571577192,4.17867,0.312151,3.09582,58.9774,0.492915,0.703187,0,0.131197,-0.0994747,0.387893,0.0943738,3.95664,0,0.0224179,-0.344113,8.23391,0.0380789,0.1636,0,0.10018,0.504318,68.08,5
204,5,1,79,Sad,2,,SM1,1,SM1.6,6,"00:59,59",-40,-0.4,1,0.01,0.0999007936507937,0.162817613249428,12,391.92,450.6,-1.4479149168946,0.744907054908674,-1.02683088870242,-1.3515514805908,-0.607571735313057,-0.729502691873034,-0.859820450773623,0.024912731833401,0.115877199600495,0.458164663650834,0.225026,0.169282,2.78988,57.5247,0.356303,0.0638813,0,0.230027,1.39983,0,0.241495,-0.522715,0,0.0774466,-0.212064,6.66894,0.0886405,0.311718,0.511422,0.0821523,3.50519,58.68,6
205,5,1,79,Sad,1,SM2,SM2,2,SM2.1,1,"01:26,26",-63,-0.63,-17,-0.17,0.101851851851852,0.378909660558025,2,26.6,112.87,-0.507266157579874,-0.859895054303503,-0.0921363640006229,-0.444490475614085,0.170834988007755,0.171221630277674,0.332171976892059,0.013585698144602,1.5615120141556,-0.355699722898251,2.78229,0.0474634,2.18805,57.8855,0.367759,0.255173,0,0.177897,0.16381,0,0.265216,0.550347,0,0.0811813,-0.0965383,23.9694,0.281006,0.739925,0,0.0491172,-0.522762,86.27,1
206,5,1,79,Sad,1,,SM2,2,SM2.2,2,"03:29,29",-63,-0.63,-17,-0.17,0.0659340277777778,0.37864754680187,4,114.79,323.41,0.465563447561218,-0.115112937500949,-0.441973346216631,-0.785438912074199,-0.0970631734868767,-0.139347601142669,0.312259686091049,0.694825867142373,0.62509608226884,-0.818255741152767,1.89837,0.150266,2.92069,58.9243,0.407155,-0.0516535,0,0.050949,-0.342782,0,0.323657,-0.0294203,0,0.160261,0.553385,9.03739,0.237637,0.730997,0.19559,0.451251,3.98471,208.62,2
207,5,1,79,Sad,1,,SM2,2,SM2.3,3,"00:38,38",-63,-0.63,-17,-0.17,0.155357142857143,0.239341233786567,6,327.48,365.11,-0.816470650910761,-1.02167102618718,-1.31422977435495,-0.297547312411985,-0.442155553268818,-0.623037573464285,0.898735472046383,0.326966963534708,0.673511747846926,-0.182973108486754,0,0.235629,-0.484556,58.5965,0.435564,0.950868,0,0.175155,0.365749,0,0.294871,-0.312919,0,0.0736588,-0.193996,8.89952,0.136929,0.878353,0,0,-0.60037,37.63,3
208,5,1,79,Sad,1,,SM2,2,SM2.4,4,"01:02,02",-63,-0.63,-17,-0.17,0.11515625,0.346234559100727,8,366.29,428.7,-0.932062907252065,-0.782149396555867,-0.626533013999879,-0.514651878220379,-0.993352693207028,-0.971393647428664,1.20914063543017,1.38901121749878,0.0742966868099021,1.74044020792601,3.50112,0.282459,2.50413,58.8458,0.533261,-0.067094,0,0.248788,0.206651,0,0.315304,-0.254265,0,0.0657111,-0.0409166,9.90702,0.577438,1.12968,0.94261,0.435816,4.94505,62.41,4
209,5,1,79,Sad,1,,SM2,2,SM2.5,5,"00:20,20",-63,-0.63,-17,-0.17,-0.00333333333333335,0.565714886964568,10,455.37,475.06,1.64079931085219,1.37819764161716,2.02722112043396,-0.888486223389285,-1.55899998238128,-1.39665651893097,1.52908801256762,1.80109949074842,-1.74157557040116,-2.085893436749,0,0.286145,-0.466803,60,0.41282,0.596747,0,0.205191,0.590642,0,0.274863,-0.481476,0,0.0251826,-0.31315,0,0.36966,-0.982446,0,0.196692,-0.443217,19.69,5
210,5,1,79,Sad,1,,SM2,2,SM2.6,6,"01:05,05",-63,-0.63,-17,-0.17,0.280761904761905,0.341979133707243,12,477.67,542.94,-0.0026762458810354,0.168710486190964,-0.0711931356766681,-0.993836267918116,-0.100485577253311,-0.0140810002515453,0.63743567350447,-1.69248132841118,-0.665608602436385,-0.996837495035839,0.956468,0.241895,2.59033,57.5169,0.261551,-0.0795283,0,0.163415,0.885527,0,0.168382,-0.686525,0,0,-0.33917,4.00981,0.0887506,0.396054,0.349479,1.11836,7.00047,65.27,6
211,5,1,79,Sad,1,,SM2,2,SM2.7,7,"01:50,50",-63,-0.63,-17,-0.17,0.148568376068376,0.267983027180672,14,544.03,654.08,0.408462214795604,-0.678128985440688,-0.0333305875010588,1.6078205011361,2.22161537827113,2.17631469364246,-0.517869338724778,0.527077892036828,0.535099903900161,-0.739211358286489,3.76295,0.1689,2.38553,57.0769,0.26303,-0.354125,0,0.171772,-0.0888688,2.19233,0.102697,3.63026,0,0,-0.33917,21.1816,0.464438,1.53781,3.14125,0.425536,3.72475,110.05,7
212,5,1,79,Sad,1,SM3,SM3,3,SM3.1,1,"01:42,42",NA,NA,NA,NA,0.191071428571429,0.135593931596198,2,32.65,134.4,1.86160831628028,0.298919362485286,1.2342815995651,0.966221459456413,0.770516181303754,0.265320981479189,0.950280855017048,0.530853569933095,1.97162118140527,-0.888517414811681,0,0.343424,-0.320916,56.862,0.321667,0.453375,0,0.082529,-0.21618,0.0825796,0.19823,3.18839,0,0,-0.481077,30.1416,0.257326,0.53442,2.22965,0.429273,3.80054,101.752,1
213,5,1,79,Sad,1,,SM3,3,SM3.2,2,"01:00,00",NA,NA,NA,NA,0.226865079365079,0.225630153934095,4,136.29,196.06,-0.445875742831446,-0.537860344515498,-0.854396958530338,0.252805925673058,1.15724780691062,0.84936214269817,-0.149121599011554,-0.27498396964147,-0.945849866723664,0.765559485908582,0.120522,0.0659293,2.28757,56.1835,0.40014,-0.0406649,0,0.0260603,-0.424266,1.2454,0.0836553,2.45014,0,0.0377018,-0.0634602,24.2451,0.216885,0.424825,1.18514,0.354452,3.02795,59.77,2
214,5,1,79,Sad,1,,SM3,3,SM3.3,3,"02:11,11",NA,NA,NA,NA,0.129497354497355,0.205377869707788,5,196.06,326.78,0.54233740886253,-0.605186703513937,0.144018452348604,2.15335239155486,-0.663280863288873,-0.80185851932354,-0.428721533519383,-1.57759284385336,0.429155035693996,0.335206734747735,3.14002,0.663159,4.07523,56.6305,0.301662,-0.136479,0,0.490188,1.48781,1.0834,0.193892,3.37792,0,0.107197,-0.227183,18.1148,0.232904,0.456906,1.38638,0.0391965,2.42517,130.72,3
215,6,2,77,Happy,1,HM1,HM1,1,HM1.1,1,"01:34,34",70,0.7,68,0.68,0.185385802469136,0.408212279629678,2,68.9,162.49,-0.199265568551478,0.157591538900016,-0.248285420424703,-0.553762098159645,1.02157619902295,0.848581045834939,-1.43973673608524,-1.50434124437995,0.771118482416194,-0.598029320057964,4.16756,0.192068,3.102,50.5236,0.255314,0.541092,0,0,-0.449102,4.07779,0.212536,1.80369,2.80829,0.384645,3.60837,0,0.205808,0.882122,0.0897628,0.0963871,3.63396,93.59,1
216,6,2,77,Happy,1,,HM1,1,HM1.2,2,"00:23,23",70,0.7,68,0.68,0.053125,0.152618513668184,4,168.14,191.42,0.770659368167007,-0.579908894104234,0.481561936654728,1.21218462650331,1.671491864629,1.42392836390194,-2.26808201196291,-1.59733943930314,-0.363949356135911,-1.4468414390059,3.25301,0.0731455,2.74842,52.5645,0.0706078,-0.295703,0,0,-0.449102,2.63339,0.113578,1.53175,1.29088,0.0958871,2.98171,0,0.188416,0.956561,0,0,-0.566419,23.278,2
217,6,2,77,Happy,1,,HM1,1,HM1.3,3,"00:54,54",70,0.7,68,0.68,0.301944444444445,0.448563679983121,6,199.4,253.6,-0.204148371253429,0.540919608410571,-0.468075219350731,0.092550759534182,1.11762727114981,0.848832814486787,-0.911075449219271,-0.428270176686262,0.970594344620985,-1.25966235145488,0.619926,0.199671,3.14254,35.6458,0.253374,0.797813,0,0.130532,0.132553,7.79336,0.0511534,1.12777,7.23985,0.0582046,2.23193,0,0.162279,0.24765,0.619926,0.765584,6.27606,54.202,3
218,6,2,77,Happy,1,,HM1,1,HM1.4,4,"00:26,26",70,0.7,68,0.68,0.513888888888889,0.445995557194281,8,267.64,293.29,2.1846939906384,2.74200539440439,2.43098275866464,0.627176071747254,1.83514466185449,1.22061119038558,1.27249701571729,-1.99463057853442,0.779273156028339,-1.17658286339748,3.13573,0.173959,2.83191,55.507,0.186268,0.205223,0,0.0501281,-0.377756,10.5772,0.118384,1.51099,0,0.0682101,1.93357,0,0.296554,0.656201,0,0,-0.566419,25.65,4
219,6,2,77,Happy,1,,HM1,1,HM1.5,5,"00:47,47",70,0.7,68,0.68,0.0639814814814815,0.261201742545187,10,294,340.76,-0.190726923826528,1.48454048755067,-0.237019508568852,-0.0310711406047991,1.53276677195979,1.02456733347822,-1.5765612073184,-1.52857065914921,0.501230149983454,-1.6670521302424,1.64313,0.0973482,2.67901,38.3569,0.111864,-0.00892333,0,0,-0.449102,11.8357,0.087145,1.42409,3.67137,0.0274552,2.12862,0,0.013568,-0.582692,0,0,-0.566419,46.76,5
220,6,2,77,Happy,1,,HM1,1,HM1.6,6,"00:14,14",70,0.7,68,0.68,0.6575,0.403050865276332,12,343.37,357.68,-0.412406166495138,-0.963411839558908,-0.477635841814338,-0.127784448637024,0.73639221060891,0.491013611618358,0.848865601875272,-0.411167060378548,-0.402684055793603,-0.639068585242947,2.76923,0.180924,3.10751,54.7972,0.35949,0.385165,0,0.164966,0.226032,2.43357,0.0555901,1.21951,0,0.108787,-0.267663,0,0.197145,0.704346,0,0.0817186,-0.424312,14.314,6
221,6,2,77,Happy,1,HM2,HM2,2,HM2.1,1,"00:34,34",98,0.98,45,0.45,0.359424603174603,0.315533899583459,2,34.03,68.38,-1.58218797380659,-0.779772667572683,-1.16362425591198,-0.750059714637162,0.0253656903427138,0.0563490213463206,-1.67718947175374,0.699110239930563,-0.0902973281898731,-0.405845444069751,10.9091,0.350255,4.41901,54.6853,0.335958,0.661173,0,0.0864811,-0.193733,4.86014,0.0975197,1.88566,1.74825,0.0554238,2.58457,0,0.203781,0.39358,4.51049,0.115648,3.44236,34.354,1
222,6,2,77,Happy,1,,HM2,2,HM2.2,2,"00:21,21",98,0.98,45,0.45,0.00625,0.00883883476483185,4,75.9,96.78,-0.872090740866584,-1.10392466065915,-0.698921894658721,1.22378121640706,0.828576381197953,1.0558146206023,0.604435848337598,-0.822354481609843,-1.06917180294011,-0.340783194386242,0,0.303511,-0.124424,50.163,0.316994,0.837724,0,0,-0.431579,3.79674,0.0477261,1.53646,3.33653,0.134006,3.18692,0,0.212654,0.31324,0,0.127552,-0.332465,20.885,2
